100,4666
150,5685
200,7317
250,10421
300,13516
350,14320
400,16861
450,19461
500,21732
550,29811
600,27375
650,31763
700,32157
750,35578
800,41416
850,41703
900,45502
950,48441
1000,51645
1050,54820
1100,58620
1150,59006
1200,64854
1250,69632
1300,67869
1350,69143
1400,76366
1450,80033
1500,81850
1550,83821
1600,86013
1650,87621
1700,93949
1750,95654
1800,97859
1850,101886
1900,108454
1950,113479
2000,110034
2050,113205
2100,117815
2150,119574
2200,122737
2250,135895
2300,129323
2350,132871
2400,138727
2450,140422
2500,144920
2550,159843
2600,148458
2650,153257
2700,155820
2750,161146
2800,186396
2850,171402
2900,188047
2950,177697
3000,177352
3050,176278
3100,185839
3150,192148
3200,187974
3250,186741
3300,187458
3350,186410
3400,197066
3450,226086
3500,216880
3550,203698
3600,202313
3650,204882
3700,214140
3750,211145
3800,213623
3850,225602
3900,235250
3950,244610
4000,248892
4050,250080
4100,238999
4150,240178
4200,242081
4250,248954
4300,250487
4350,250364
4400,256935
4450,256983
4500,271593
4550,267839
4600,276264
4650,274904
4700,295296
4750,286090
4800,275457
4850,288753
4900,300726
4950,299256
5000,300233
5050,320999
5100,309065
5150,317241
5200,327600
5250,317808
5300,320602
5350,327767
5400,340696
5450,359881
5500,374874
5550,370252
5600,408747
5650,425226
5700,435106
5750,479082
5800,454247
5850,481039
5900,500709
5950,520745
6000,506144
6050,542660
6100,515165
6150,599496
6200,746525
6250,630267
6300,703310
6350,703834
6400,720593
6450,690253
6500,729289
6550,752923
6600,742587
6650,742296
6700,795642
6750,826526
6800,741828
6850,706224
6900,715041
6950,689745
7000,697371
7050,717239
7100,718750
7150,618725
7200,630560
7250,638067
7300,693027
7350,657422
7400,666661
7450,688803
7500,675188
7550,605535
7600,646947
7650,653777
7700,670909
7750,670750
7800,706790
7850,740318
7900,751899
7950,836804
8000,839715
8050,866604
8100,858646
8150,891182
8200,915819
8250,924462
8300,951040
8350,1004198
8400,960375
8450,962630
8500,971379
8550,967418
8600,1013572
8650,1061658
8700,1054305
8750,1042874
8800,997578
8850,1017486
8900,983785
8950,1001834
9000,1015802
9050,986588
9100,958746
9150,1011836
9200,1015505
9250,999504
9300,1018910
9350,1034794
9400,1023133
9450,1072247
9500,1048505
9550,1112181
9600,1198745
9650,1114365
9700,1149204
9750,1146785
9800,1127836
9850,1118293
9900,1126039
9950,910045
10000,1050247
10050,1091059
10100,1144265
10150,1166174
10200,1088199
10250,1160339
10300,1095906
10350,1125363
10400,1170763
10450,1187094
10500,1200857
10550,1174550
10600,1197373
10650,1086350
10700,1237682
10750,1297496
10800,1276755
10850,1293855
10900,1237629
10950,1222422
11000,1233106
11050,1251528
11100,1253603
11150,1345750
11200,1353163
11250,1349808
11300,1328881
11350,1357706
11400,1342377
11450,1331026
11500,1331797
11550,1337124
11600,1205904
11650,1275426
11700,1334735
11750,1270479
11800,1330868
11850,1323267
11900,1359960
11950,1281364
12000,1369216
12050,1380411
12100,1399689
12150,1412871
12200,1532915
12250,1427161
12300,1363337
12350,1451114
12400,1345425
12450,1381108
12500,1427516
12550,1375233
12600,1424510
12650,1378313
12700,1442561
12750,1334388
12800,1300328
12850,1095191
12900,1352603
12950,1379029
13000,1453461
13050,1433198
13100,1448856
13150,1519360
13200,1548880
13250,1453805
13300,1482550
13350,1493698
13400,1499519
13450,1591794
13500,1660240
13550,1363991
13600,1405699
13650,1621992
13700,1689638
13750,1699786
13800,1469647
13850,1329266
13900,1340495
13950,1389531
14000,1425510
14050,1379198
14100,1651335
14150,1737884
14200,1738468
14250,1740525
14300,1692469
14350,1647586
14400,1590563
14450,1695936
14500,1712559
14550,1762696
14600,1747308
14650,1645816
14700,1746383
14750,1726875
14800,1669583
14850,1678877
14900,1691013
14950,1745473
15000,1746487
15050,1731266
15100,1729026
15150,1730956
15200,1813570
15250,1854188
15300,1879040
15350,1931933
15400,1917664
15450,1889143
15500,1807328
15550,1922660
15600,1960719
15650,1793170
15700,1938466
15750,1814519
15800,1755287
15850,1937689
15900,1804394
15950,1818905
16000,1914329
16050,1804497
16100,1877019
16150,1901697
16200,1964735
16250,1946073
16300,1928864
16350,1867319
16400,1822460
16450,1871544
16500,1967980
16550,1886843
16600,1867632
16650,1990033
16700,2116516
16750,1989571
16800,2049544
16850,1854867
16900,1413143
16950,1402578
17000,1234690
17050,1195533
17100,1385486
17150,1494668
17200,1734315
17250,2003839
17300,2030929
17350,2190833
17400,2136551
17450,2101851
17500,2094089
17550,2087979
17600,2106124
17650,2224728
17700,2150058
17750,2133566
17800,2149903
17850,2080428
17900,2184317
17950,2251742
18000,2254787
18050,2174752
18100,2136409
18150,2142829
18200,2090003
18250,2150240
18300,2134779
18350,2306818
18400,2195292
18450,2067308
18500,2140620
18550,2500588
18600,2283231
18650,2284506
18700,2350125
18750,2216467
18800,2267702
18850,2382931
18900,2338430
18950,2320260
19000,2476910
19050,2340794
19100,2334623
19150,2321795
19200,2287851
19250,2366354
19300,2175968
19350,2227413
19400,2294561
19450,2240916
19500,2369557
19550,2461247
19600,2387338
19650,2510365
19700,2377664
19750,2379984
19800,2452342
19850,2429348
19900,2426096
19950,2267219
20000,2244363
20050,2342174
20100,2368760
20150,2322451
20200,2434286
20250,2411317
20300,2379492
20350,2477171
20400,2463048
20450,2398966
20500,2521454
20550,2426333
20600,2547268
20650,2434337
20700,2489039
20750,2539754
20800,2549368
20850,2605015
20900,2589723
